Detailed Statistics Departures  
Origin Airport: Honolulu, HI: Daniel K Inouye International (HNL)
Airline: Alaska Airlines Inc. (AS)
Month(s): March
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AS","03/14/2023","0834","N918AK","PDX","15:55","16:58","340","319","63","17:24","26","0","0","0","0","42"
"AS","03/14/2023","0838","N931AK","SFO","12:25","13:10","313","289","45","13:42","32","0","0","0","0","21"
"AS","03/14/2023","0848","N942AK","SEA","22:55","00:10","355","327","75","00:28","18","0","0","0","0","47"
"AS","03/14/2023","0852","N946AK","LAX","21:30","22:34","330","303","64","23:00","26","0","0","0","0","37"
"AS","03/14/2023","0858","N933AK","PDX","21:20","21:28","335","312","8","21:48","20","0","0","0","0","0"
"AS","03/14/2023","0866","N971AK","LAX","15:30","16:03","329","303","33","16:25","22","0","0","0","0","0"
"AS","03/14/2023","0888","N915AK","SEA","11:10","11:40","355","354","30","12:29","49","29","0","0","0","0"
"AS","03/14/2023","0892","N464AS","SAN","13:55","14:33","330","311","38","14:59","26","0","0","0","0","19"
"AS","03/15/2023","0802","N975AK","SEA","20:05","20:25","355","321","20","20:49","24","0","0","0","0","0"
"AS","03/15/2023","0828","N973AK","ANC","22:45","23:14","368","344","29","23:35","21","0","0","0","0","0"
"AS","03/15/2023","0834","N972AK","PDX","15:55","17:00","340","311","65","17:23","23","0","0","0","0","36"
"AS","03/15/2023","0848","N979AK","SEA","22:55","23:33","355","324","38","23:49","16","0","0","0","0","0"
"AS","03/15/2023","0866","N434AS","LAX","15:20","15:29","329","306","9","15:53","24","0","0","0","0","0"
"AS","03/15/2023","0876","N941AK","SFO","12:45","13:01","313","273","16","13:15","14","0","0","0","0","0"
"AS","03/15/2023","0888","N918AK","SEA","11:10","11:40","355","340","30","12:16","36","0","0","0","0","15"
"AS","03/15/2023","0892","N935AK","SAN","13:40","14:50","330","320","70","15:15","25","60","0","0","0","0"
"AS","03/15/2023","0896","N487AS","SEA","14:20","17:28","355","322","188","17:50","22","19","0","0","0","136"
"AS","03/16/2023","0802","N929AK","SEA","20:30","20:37","345","317","7","20:58","21","0","0","0","0","0"
"AS","03/16/2023","0830","N291BT","SJC","12:55","13:51","312","290","56","14:19","28","0","0","0","0","34"
"AS","03/16/2023","0834","N971AK","PDX","16:20","17:03","335","299","43","17:20","17","0","0","0","0","0"
"AS","03/16/2023","0848","N918AK","SEA","22:40","23:10","350","328","30","23:36","26","0","0","0","0","0"
"AS","03/16/2023","0863","N403AS","LAX","12:20","12:37","334","310","17","13:04","27","0","0","0","0","0"
"AS","03/16/2023","0876","N585AS","SFO","13:45","15:17","320","280","92","15:35","18","0","0","0","0","52"
"AS","03/16/2023","0888","N956AK","SEA","11:20","11:25","356","340","5","12:01","36","0","0","0","0","0"
"AS","03/16/2023","0892","N495AS","SAN","14:50","16:27","335","316","97","16:54","27","0","0","0","0","78"
"AS","03/16/2023","0896","N457AS","SEA","15:15","15:26","344","317","11","15:52","26","0","0","0","0","0"
"AS","03/17/2023","0802","N936AK","SEA","20:30","21:17","345","318","47","21:37","20","0","0","0","0","20"
"AS","03/17/2023","0828","N924AK","ANC","23:00","23:22","375","353","22","23:52","30","0","0","0","0","0"
"AS","03/17/2023","0830","N464AS","SJC","12:55","13:38","312","313","43","14:17","39","0","0","1","0","43"
"AS","03/17/2023","0834","N932AK","PDX","16:20","17:06","335","307","46","17:26","20","0","0","0","0","18"
"AS","03/17/2023","0848","N958AK","SEA","22:40","23:00","350","326","20","23:27","27","0","0","0","0","0"
"AS","03/17/2023","0866","N934AK","LAX","12:20","12:27","334","307","7","12:51","24","0","0","0","0","0"
"AS","03/17/2023","0876","N583AS","SFO","13:45","14:03","320","295","18","14:32","29","0","0","0","0","0"
"AS","03/17/2023","0888","N942AK","SEA","11:20","11:20","356","327","0","11:46","26","0","0","0","0","0"
"AS","03/17/2023","0892","N291BT","SAN","14:50","15:33","335","314","43","15:51","18","0","0","0","0","22"
"AS","03/17/2023","0896","N913AK","SEA","15:15","15:53","344","321","38","16:17","24","0","0","0","0","15"
"AS","03/18/2023","0802","N931AK","SEA","20:30","20:26","345","309","-4","20:47","21","0","0","0","0","0"
"AS","03/18/2023","0828","N535AS","ANC","22:30","22:35","375","359","5","22:58","23","0","0","0","0","0"
"AS","03/18/2023","0830","N941AK","SJC","12:55","14:01","312","287","66","14:22","21","0","0","0","0","41"
"AS","03/18/2023","0834","N973AK","PDX","16:20","17:18","335","295","58","17:38","20","0","0","0","0","18"
"AS","03/18/2023","0848","N953AK","SEA","22:40","23:10","350","347","30","23:41","31","0","0","0","0","27"
"AS","03/18/2023","0866","N566AS","LAX","12:20","12:37","334","323","17","13:00","23","0","0","0","0","0"
"AS","03/18/2023","0876","N562AS","SFO","13:45","13:43","320","289","-2","14:12","29","0","0","0","0","0"
"AS","03/18/2023","0888","N938AK","SEA","11:20","11:18","356","313","-2","11:41","23","0","0","0","0","0"
"AS","03/18/2023","0892","N918AK","SAN","14:50","15:05","335","307","15","15:26","21","0","0","0","0","0"
"AS","03/18/2023","0896","N926AK","SEA","15:15","15:37","344","310","22","16:00","23","0","0","0","0","0"
"AS","03/19/2023","0802","N974AK","SEA","20:30","20:55","345","315","25","21:18","23","0","0","0","0","0"
"AS","03/19/2023","0828","N976AK","ANC","23:00","22:51","375","373","-9","23:09","18","0","0","0","0","0"
"AS","03/19/2023","0830","N926AK","SJC","12:55","14:34","312","277","99","15:00","26","0","0","0","0","64"
"AS","03/19/2023","0834","N924AK","PDX","16:20","17:06","335","291","46","17:26","20","0","0","0","0","0"
"AS","03/19/2023","0848","N913AK","SEA","22:40","23:42","350","319","62","00:03","21","0","0","0","0","31"
"AS","03/19/2023","0866","N585AS","LAX","12:20","12:19","334","313","-1","12:42","23","0","0","0","0","0"
"AS","03/19/2023","0876","N583AS","SFO","13:45","13:38","320","271","-7","13:55","17","0","0","0","0","0"
"AS","03/19/2023","0888","N973AK","SEA","11:20","11:50","356","329","30","12:09","19","0","0","0","0","0"
"AS","03/19/2023","0892","N977AK","SAN","14:50","16:11","335","334","81","16:38","27","3","0","0","0","77"
"AS","03/19/2023","0896","N491AS","SEA","15:15","15:50","344","322","35","16:11","21","0","0","0","0","0"
"AS","03/20/2023","0802","N928AK","SEA","20:30","20:20","345","342","-10","20:49","29","0","0","0","0","0"
"AS","03/20/2023","0828","N973AK","ANC","23:00","23:21","375","357","21","23:40","19","0","0","0","0","0"
"AS","03/20/2023","0830","N291BT","SJC","12:55","13:15","312","279","20","13:45","30","0","0","0","0","0"
"AS","03/20/2023","0834","N954AK","PDX","16:20","16:51","335","308","31","17:09","18","0","0","0","0","0"
"AS","03/20/2023","0848","N407AS","SEA","22:40","22:43","350","341","3","23:03","20","0","0","0","0","0"
"AS","03/20/2023","0866","N975AK","LAX","12:20","13:04","334","293","44","13:26","22","0","0","0","0","0"
"AS","03/20/2023","0876","N533AS","SFO","13:45","14:31","320","277","46","14:52","21","0","0","0","0","0"
"AS","03/20/2023","0888","N408AS","SEA","11:20","11:21","356","345","1","11:48","27","0","0","0","0","0"
"AS","03/20/2023","0892","N926AK","SAN","14:50","16:02","335","290","72","16:22","20","0","0","0","0","27"
"AS","03/20/2023","0896","N487AS","SEA","15:15","16:13","344","340","58","16:36","23","0","0","0","0","54"
"AS","03/21/2023","0802","N409AS","SEA","20:30","20:24","345","350","-6","20:46","22","0","0","0","0","0"
"AS","03/21/2023","0830","N948AK","SJC","12:55","12:51","312","292","-4","13:06","15","0","0","0","0","0"
"AS","03/21/2023","0834","N971AK","PDX","16:20","16:35","335","339","15","16:59","24","0","0","4","0","15"
"AS","03/21/2023","0848","N408AS","SEA","22:40","22:36","350","356","-4","22:57","21","0","0","0","0","0"
"AS","03/21/2023","0866","N975AK","LAX","12:20","12:53","334","316","33","13:20","27","15","0","0","0","0"
"AS","03/21/2023","0876","N534AS","SFO","13:45","17:48","320","312","243","18:23","35","0","0","0","0","235"
"AS","03/21/2023","0888","N954AK","SEA","11:20","11:10","356","354","-10","11:36","26","0","0","0","0","0"
"AS","03/21/2023","0892","N942AK","SAN","14:50","14:46","334","300","-4","15:05","19","0","0","0","0","0"
"AS","03/21/2023","0896","N478AS","SEA","15:15","15:41","344","349","26","16:02","21","7","0","5","0","19"
"AS","03/22/2023","0802","N946AK","SEA","20:30","20:14","345","352","-16","20:49","35","0","0","0","0","0"
"AS","03/22/2023","0828","N558AS","ANC","23:00","23:00","375","369","0","23:20","20","0","0","0","0","0"
"AS","03/22/2023","0830","N402AS","SJC","12:55","12:52","312","316","-3","13:17","25","0","0","0","0","0"
"AS","03/22/2023","0834","N448AS","PDX","16:20","16:18","335","327","-2","16:37","19","0","0","0","0","0"
"AS","03/22/2023","0848","N533AS","SEA","22:40","22:35","350","350","-5","22:55","20","0","0","0","0","0"
"AS","03/22/2023","0866","N562AS","LAX","12:20","12:23","334","324","3","12:41","18","0","0","0","0","0"
"AS","03/22/2023","0876","N584AS","SFO","13:45","14:36","320","310","51","15:00","24","41","0","0","0","0"
"AS","03/22/2023","0888","N462AS","SEA","11:20","11:12","356","339","-8","11:30","18","0","0","0","0","0"
"AS","03/22/2023","0892","N948AK","SAN","14:50","15:45","335","347","55","16:25","40","55","0","12","0","0"
"AS","03/22/2023","0896","N483AS","SEA","15:15","15:26","344","344","11","15:51","25","0","0","0","0","0"
"AS","03/23/2023","0802","N407AS","SEA","20:30","20:54","345","338","24","21:20","26","0","0","0","0","17"
"AS","03/23/2023","0830","N949AK","SJC","12:55","13:04","312","297","9","13:22","18","0","0","0","0","0"
"AS","03/23/2023","0834","N977AK","PDX","16:20","18:10","335","313","110","18:32","22","88","0","0","0","0"
